Date,AAPL,AMZN,JPM,TSLA,weekday
2010-08-11,-0.03618884430390522,-0.032125960676621955,-0.03639635970353827,-0.06121647193115643,2
2010-08-12,0.006374548305938448,0.005308025091292088,0.0010585002152275356,-0.01690179888318484,3
2010-08-13,-0.010740930301287968,-0.014885868875399683,-0.008232583669213953,0.04009444877227912,4
2010-08-16,-0.005878181000371348,0.011006690086204574,0.0050535628325076,0.024799344879834026,0
2010-08-17,0.01733454383350911,0.021889182762562336,-0.005586778759214082,0.019510522619141064,1
2010-08-18,0.0043553992298311795,0.0061120049102701465,0.010879368589554498,-0.020043392994867362,2
2010-08-19,-0.01268536388959906,-0.01617329259591324,-0.021878945288878075,0.001065456951836757,3
2010-08-20,-0.0009609869286273901,0.0014882745402789224,0.0018869409295012845,0.01636299692748129,4
2010-08-23,-0.01550143385172657,-0.00912100804093561,-0.007025553140817603,0.05252320861954328,0
2010-08-24,-0.024171012140265208,-0.01648584141036638,-0.01833414448942777,-0.047300988654799016,1
2010-08-25,0.012261763090567104,0.018458662878092582,0.0005521511768903944,0.035809689505342815,2
2010-08-26,-0.010803782109393268,-0.015812204603160407,-0.016699825782241513,-0.007566231511434989,3
2010-08-27,0.005561329412270875,0.0141552661089185,0.026860761367657734,-0.0025353064583443336,4
2010-08-30,0.003634897545621522,-0.0227618225071509,-0.02070486154964716,0.008592882565097255,0
2010-08-31,0.0024717296674408944,0.008366237648554495,0.01412537754517305,-0.01982277128451625,1
2010-09-01,0.029307083186285613,0.05955434458794229,0.037251667200340746,0.04859410883293745,2
2010-09-02,0.007323185963070521,0.020321978239365684,0.011067237697089435,0.029392909620493207,3
2010-09-03,0.02583640049713043,0.02613285987933641,0.026123484829036515,-0.00047525191963452,4
2010-09-07,-0.003717251955622709,-0.011376492320150882,-0.022983558309115686,-0.02452630393174026,1
2010-09-08,0.01962745068635067,0.013895102533941637,0.02170628851562121,0.017374907651469797,2
2010-09-09,0.0005703002037663667,0.008872450218374935,0.024742164705735075,-0.009131993769594804,3
2010-09-10,0.0012910583369146668,0.014567850028991969,-0.008515069658699389,-0.026420327465234802,4
2010-09-13,0.013686694810244478,0.01829549350715623,0.03363355605383946,0.02690260286142464,0
2010-09-14,0.0038131071673077766,0.004676429696995906,-0.009775352348277592,0.019121282041197965,1
2010-09-15,0.008025429811200755,-0.0020604219575783987,0.0063644264902394,0.03991225778823539,2
2010-09-16,0.023227303845567454,0.01825785786567735,0.00024450605362221145,-0.048471485954015556,3
2010-09-17,-0.004348134082872767,0.0012818388480486662,-0.02294965678375561,-0.03449430795979603,4
2010-09-20,0.028143522200481958,0.01989254145784243,0.02781676656262816,0.040208620657688286,0
2010-09-21,0.0019046089042143478,-0.003774474572691408,-0.014674113740886051,-0.013865631225686787,1
2010-09-22,0.01392827673974686,0.007271294481347586,-0.016142924266293365,-0.04429861594322747,2
2010-09-23,0.004057697158036885,0.006695590087184105,-0.021256095780502082,-0.015724610817731268,3
2010-09-24,0.011699309238228121,0.05026889737902917,0.01648783208418682,0.027233160009510322,4
2010-09-27,-0.003976487049864044,-0.008497375627482134,-0.01699907539152283,0.021167639346159756,0
2010-09-28,-0.014878528168023106,0.0020685118360797426,-0.003332354256332677,0.04150365884365805,1
2010-09-29,0.0017762169417075292,-0.004455754223941834,-0.013961069454902051,0.026741573043440717,2
2010-09-30,-0.01267665356620083,-0.012213398883136837,-0.009153824735938105,-0.07410749655146084,3
2010-10-01,-0.004343978696565824,-0.021560189736402294,0.0195141882823033,0.009265601887999946,4
2010-10-04,-0.013829223583996606,0.010870328223454778,0.004890274093061267,0.018755079210463148,0
2010-10-05,0.03629847854243065,0.034658521441007076,0.01755976992787419,0.006174557664762153,1
2010-10-06,0.0008644837485557805,-0.03459414328381231,0.0065376690098017205,-0.031748720163790635,2
2010-10-07,0.0001040976068570317,0.005582835670266514,-0.009569362896604885,-0.0014673328285522206,3
2010-10-08,0.016630470937910303,-0.004618028186263769,-0.005328267584365602,0.0,4
2010-10-11,0.0043770572441665856,-0.016333232945071736,0.010627642910395836,-0.009343767569021564,0
2010-10-12,0.010708778486952387,0.02229418115431889,0.016723293960335374,0.0,1
2010-10-13,0.005345178418618834,-0.008406888292970994,-0.013958198981969436,0.014713349242101763,2
2010-10-14,0.007204225620485283,0.002317365119360801,-0.028515222270438612,0.010172000305282399,3
2010-10-15,0.04029326408076646,0.05692264671998301,-0.04139259773055449,-0.010172000305282348,4
2010-10-18,0.010305386805764831,-0.006581364179871674,0.02787188768646223,-0.015207064806313451,0
2010-10-19,-0.027126178383508115,-0.030353400353410605,-0.013440835840367524,-0.008937557823546974,1
2010-10-20,0.0033548205609156157,0.0,0.010819272384329217,0.029486218560218325,2
2010-10-21,-0.0032582710926706373,0.03893707327866998,-0.010553997650993702,0.0048304043749245055,3
2010-10-22,-0.006644920114931115,0.024904032837503764,0.0,-0.001446811027217536,4
2010-10-25,0.004445749097706284,-0.0007689639504011449,-0.016851746380887593,0.00625476657510214,0
2010-10-26,-0.002561261245029707,0.005605633172418109,0.0035006564873966716,0.024166093551225745,1
2010-10-27,-0.0007145590488460691,-0.014461307340774936,0.00909799636650326,-0.01699761081106246,2
2010-10-28,-0.008449125738721983,-0.004007747939222526,-0.0007996598610951493,0.009007213070734875,3
2010-10-29,-0.014054582756958181,-0.009696784176495188,0.0031945803112328626,0.030213496807565854,4
2010-11-01,0.010576064912021683,-0.016168333412933278,-0.005596095766622176,-0.01988526338216057,0
2010-11-02,0.016886120608224475,0.012408913967118306,-0.01236934108409122,-0.007500747425307018,1
2010-11-03,0.011058143535081642,0.023178633022921235,0.020353948375473874,0.02417555747528482,2
2010-11-04,0.017336476937337208,0.002726707515700523,0.05367668183155381,0.13433510612342842,3
2010-11-05,-0.003588583749871832,0.01083319508188447,0.0282406927871889,-0.018646841823652265,4
2010-11-08,0.004687539432505308,0.007118698746454964,-0.010559573271534133,0.021854382578352472,0
2010-11-09,-0.008003972667517017,-0.010050863463148796,-0.015171753781347103,-0.014110136378943055,1
2010-11-10,0.006150004628498402,0.01781186499237618,0.017884036238855476,0.17566782972265335,2
2010-11-11,-0.004348293422221356,-0.017224721447808504,-0.014881172055260792,-0.04600111820879901,3
2010-11-12,-0.027599870618184048,-0.02791431609112674,-0.010297958874699866,0.06221772539337595,4
2010-11-15,-0.0032191821110192412,-0.041783169829378866,0.011796303621695245,0.03166492444975506,0
2010-11-16,-0.01790964147399712,-0.007073445218683271,-0.011796303621695151,-0.037378092132469634,1
2010-11-17,-0.003620658341977712,0.0036061254634759815,-0.010914980901324027,-0.006085254024585395,2
2010-11-18,0.026046818827159857,0.036094689759342935,0.012176578721142441,0.013472920444350998,3
2010-11-19,-0.00552648594066126,0.003951525475272512,-0.006323381421132439,0.036140441030880446,4
2010-11-22,0.021384716421401054,0.03323591062873375,-0.02310144441012765,0.07489145263646375,0
2010-11-23,-0.014885711998507953,-0.012936171861805009,-0.023116236388074994,0.03443037978248995,1
2010-11-24,0.019470135702354934,0.052407457538578985,0.013985586292673836,0.02570098702802671,2
2010-11-26,0.0006353334206657127,-0.0002821875125676242,-0.017446631717765042,-0.004237888510913769,4
2010-11-29,0.005919308928702624,0.012840463494168425,0.010874325460893309,-0.0284297581496438,0
2010-11-30,-0.018216443800601546,-0.023050330780778675,-0.013544505773155618,0.028712620786185753,1
2010-12-01,0.016731490735777687,0.006535029132182035,0.019855263680426057,-0.028130355976306556,2
2010-12-02,0.005516261373256787,-0.00011333458060315729,0.029952890666578677,-0.05998782924197993,3
2010-12-03,-0.0022348882490545213,-0.004826623200133335,0.0076025357898654175,-0.026944273634990044,4
2010-12-06,0.008501439653576338,0.01340022337761021,0.007295094691105126,-0.03819200543536909,0
2010-12-07,-0.006078016404513267,-0.007214971726286616,-0.016424834072749226,0.040412645793377,1
2010-12-08,0.008760751667018233,-0.002719105285199009,0.025406581198630117,0.025341524911422865,2
2010-12-09,-0.0039015637978032976,-0.008201851435656353,0.013568734796241974,-0.009934718866818897,3
2010-12-10,0.0024980899204981337,0.004394087154658993,0.015077963694699856,-0.016675285380512123,4
2010-12-13,0.0034573619531653205,-0.007831579714750205,0.0019295711352462829,-0.03125715758083558,0
2010-12-14,-0.004299676578428924,-0.0017806454522473314,-0.01749714332653724,-0.06840876342229218,1
2010-12-15,0.00021870013538874647,0.009327418183716832,-0.014321839136910725,0.036818053834859074,2
2010-12-16,0.0027743006909887865,0.01397051355413109,-0.0049860646674432145,0.040065071334115764,3
2010-12-17,-0.0019945700680824574,-0.0025871131898530277,-0.008534003946932716,0.017694095073698624,4
2010-12-20,0.0049781452027312595,0.031648444838887915,0.007033251686903006,0.010783157528474736,0
2010-12-21,0.00615727636812453,0.007933956685117557,0.0259433867576197,0.01751168850757647,1
2010-12-22,0.002956858978720546,5.409600162689283e-05,0.027900185854788272,0.011403762546843842,2
2010-12-23,-0.004809210155898546,-0.011814431709203505,-0.0018993828035516903,-0.08103905641782759,3
2010-12-27,0.0033319226031926566,-0.0024675840924236916,0.013923213356598794,-0.16355577873992713,0
2010-12-28,0.0024304287379794936,-0.005781556710742416,-0.0014072663670960787,0.03310576374921453,1
2010-12-29,-0.0005531871996286967,0.012511859770699019,-0.005884102843714124,0.04877215719796083,2
2010-12-30,-0.005023804072188444,-0.00338688598012384,-0.0030740522211582313,-0.04537012734118322,3
2010-12-31,-0.0034042659072046266,-0.015162226865820886,0.0044893461260827015,0.004893312066540563,4
2011-01-03,0.02149961734846714,0.02317389271079452,0.026978583659608247,-0.0003752238282340227,0
2011-01-04,0.005205439896022761,0.004279104379331909,0.014368873605937835,0.0018763219203928492,1
2011-01-05,0.008146510187748793,0.012942270653019386,0.012154084090635951,0.005981493848212535,2
2011-01-06,-0.0008081199457279551,-0.008358392695657895,-0.004933893277149373,0.03838894342343944,3
2011-01-07,0.007135187875192076,-0.001992765215799503,-0.01906550189688339,0.012829786851507315,4
2011-01-10,0.018657988520240316,-0.004376340774939805,-0.00551474257459165,0.007408777526013746,0
2011-01-11,-0.002368245011687495,-0.0018427405536884044,0.004597706208934068,-0.05379423648673667,1
2011-01-12,0.008104475384316997,-0.001411382273021449,0.02513978873302927,0.0,2
2011-01-13,0.003651199904603249,0.007846069777910681,-0.0058319735666344736,-0.027831608681014152,3
2011-01-14,0.008067185085631203,0.017206821230974376,0.010295332638739867,-0.018087639111639898,4
2011-01-18,-0.02272488433869162,0.0131580845775112,-0.003568757924222903,-0.0042814502781247325,1
2011-01-19,-0.005327619744712609,-0.02316827007465931,-0.023514544196876902,-0.06485035511868341,2
2011-01-20,-0.01834716773367924,-0.026626366890624902,0.02351454419687695,-0.060468567118828136,3
2011-01-21,-0.01807716161919118,-0.02526699996748777,0.011994860993759512,0.01839736308108968,4
2011-01-24,0.03231370843887278,-0.003217950320722692,-0.005979350197128091,0.061033197201964234,0
2011-01-25,0.011637197089941426,-0.0008485018097893233,-0.003337652919065853,0.007727986132952216,1
2011-01-26,0.007151221398890033,-0.0074413431030821,0.002448930987825909,0.002832446710137249,2
2011-01-27,-0.0018634444328130598,0.05036636695722876,0.0026644374930202713,0.006844997582764401,3
2011-01-28,-0.02093369270225194,-0.07489645378406486,-0.012495060573626097,-0.03719985378254204,4
2011-01-31,0.009535311071509562,-0.00880336773094601,0.008940342685203108,0.00374145560340681,0
2011-02-01,0.016687338057639348,0.014455247009977155,0.021791045452698696,-0.00791530386599495,1
2011-02-02,-0.002059487185444462,0.008216699041254313,-0.010506094735484934,0.0012539025402504476,2
2011-02-03,-0.002559327438053209,0.001036726769815698,0.0002199881270960588,-0.013033793528755047,3
2011-02-04,0.008870569971004093,0.012698953265093791,-0.01932324488743223,-0.007220029181460513,4
2011-02-07,0.015407395811132995,0.0028379651794727353,0.02020220811148063,-0.0167637858080614,0
2011-02-08,0.009390766702773574,0.03688977737187754,0.005261452173250449,0.05973197759730278,1
2011-02-09,0.00829852262764415,0.012162215727208079,-0.013869451293235796,-0.05368203550905777,2
2011-02-10,-0.010158707687775383,0.004898914315831597,0.009267536055212936,0.0004309558872247033,3
2011-02-11,0.006494449103232042,0.016193767340688094,0.022585302026368128,0.0012911391695114818,4
2011-02-14,0.006508334373651633,0.006163297237955846,-0.0006444943263980694,-0.0073384666636333315,0
2011-02-15,0.0020026042045013905,-0.007326423077319314,0.005998348561347897,-0.010452997829452665,1
2011-02-16,0.008934301402217923,-0.01283122719997674,0.023639939251073206,0.07950363352484273,2
2011-02-17,-0.013389685518508365,0.0060900030052057925,-0.002506577162253927,-0.046770754258042765,3
2011-02-18,-0.021839168195546092,-0.0067332833398520515,0.0037571241284514246,-0.017956875819686458,4
2011-02-22,-0.03468283810721995,-0.03314376255008196,-0.04234240994715983,-0.058173843472690404,1
2011-02-23,0.011772662608301865,-0.02094731080603568,-0.00108707586326217,-0.0018308590377508294,2
2011-02-24,0.000758450907888873,0.0060379019487130856,-0.0010885094532180918,0.03156279958760947,3
2011-02-25,0.015281807250598961,-0.002873248375457649,0.01663292469588907,0.0468226144024409,4
2011-02-28,0.014400609255793515,-0.022538279898131765,0.00021388414989927037,0.011789808632562463,0
2011-03-01,-0.011102790982823773,-0.022467622686961803,-0.023622445385369135,0.0020905123070968593,1
2011-03-02,0.008012364650187967,0.015111833346773235,-0.008589039272901932,0.0033359496609780006,2
2011-03-03,0.020908996583786206,0.004466215860836406,0.019060696527508154,0.014055791763088825,3
2011-03-04,0.001222756273334825,-0.006502926852676078,-0.0122270651116731,0.02393124281418482,4
2011-03-07,-0.012972618470811943,-0.015201986965616225,-0.007276408047988108,-0.0004004944622467248,0
2011-03-08,0.0011250015186326607,-0.013037168268097948,0.026423736948133752,-0.011290632197523668,1
2011-03-09,-0.009291043520900995,0.012859706388795992,0.0034426879616194935,0.0024301035254074253,2
2011-03-10,-0.016592059186136144,-0.01736374407384227,-0.02237061968006608,-0.029142015381550864,3
2011-03-11,0.015229855170141991,0.011549686380613138,0.004601915238022871,0.002495808950103917,4
2011-03-14,0.0044498378404159685,-0.008004754372241726,-0.009666173011189761,-0.034661326045737496,0
2011-03-15,-0.02326317275430288,-0.009945587946361136,-0.015349205400428445,-0.012987183462619664,1
2011-03-16,-0.04566667187239546,-0.002304574267043627,-0.01809554184748391,-0.005680806149927315,2
2011-03-17,0.013932396454520947,-0.022907575691355174,0.016973879282809745,-0.0004378845005600627,3
2011-03-18,-0.011934562006586769,0.005266537544823805,0.026137040976292318,0.006554527677710091,4
2011-03-21,0.025763398306740768,0.016547565611430868,-0.0024077505809940265,-0.010068299690991198,0
2011-03-22,0.0055846891027042786,-0.01173891176772892,-0.0035129780679751853,-0.024043914391832167,1
2011-03-23,-0.005908295041020882,0.016589753532850856,0.002854824086314345,0.0009013189345864045,2
2011-03-24,0.016896687006834676,0.03436525184742552,0.0028470117062493966,0.005388437644491392,3
2011-03-25,0.01886627655086544,-0.0007016509603469574,0.0028386156821140645,0.018634073385056467,4
2011-03-28,-0.003134310264867447,-0.009579017881964575,0.002178518604435503,0.02173973055408609,0
2011-03-29,0.0014828785417210155,0.030644630537815194,0.0013041368243383608,0.0284100104142575,1
2011-03-30,-0.006661005458441819,0.02711721639859195,0.009300720979204367,-0.008817988774266141,2
2011-03-31,-0.00034465234667054327,0.003949444878169718,-0.007563307220044454,0.1573387301702656,3
2011-04-01,-0.011398336198574222,0.0,0.005407918307437953,-0.04007171396858026,4
2011-04-04,-0.00982884139402647,0.015479424883162807,0.005193050601964278,-0.03162753034215127,0
2011-04-05,-0.006763653743586216,0.012763864634160339,0.005165546596827901,0.0331269405638384,1
2011-04-06,-0.0025116089402545294,-0.01374836329430179,0.022501361235761554,-0.007896227688402284,2
2011-04-07,0.00011854998120664403,0.01169541236800362,-0.005050382325454303,0.027919151234255864,3
2011-04-08,-0.008973075092726181,-0.0010821141942701329,-0.011884963564507467,-0.027919151234255837,4
2011-04-11,-0.012795602792273654,-0.003633975132590848,0.0004270154166528653,-0.0471492075849825,0
2011-04-12,0.0048253573405702445,-0.019533101897064212,-0.0047055112556926805,-0.02484144183380142,1
2011-04-13,0.011158630355156266,0.009978843657472607,-0.008397486703508001,0.0112951897333127,2
2011-04-14,-0.011098731226229914,-0.00258168751318658,-0.02806572915425116,0.00838834063391566,3
2011-04-15,-0.015033293232341632,-0.010004768667280927,-0.0017805433411746852,0.01735039484437591,4
2011-04-18,0.01331703247452333,-0.009320554214421925,-0.02093506319378266,-0.021735316918542708,0
2011-04-19,0.01794870909360463,0.0026878914282552698,0.015574203639552824,0.005179950988630513,1
2011-04-20,0.013377282324245803,0.027849227262690762,-0.002017963426099263,0.02317962244703392,2
2011-04-21,0.02392198361065039,0.010926199814918875,0.0026896286270285566,0.03772592760600603,3
2011-04-25,0.006565237724923038,-0.0025316263745100787,-0.0015676646620016838,-0.013175812276014892,0
2011-04-26,-0.0073640436480278595,-0.016969855729504855,0.011367146511846029,0.020255767379058605,1
2011-04-27,-0.0007703295290255096,0.07567013902941494,0.008386573445086816,0.0055545368805671866,2
2011-04-28,-0.009757891136640561,-0.007965328661173906,0.007663043107770946,0.021192042866051797,3
2011-04-29,0.009700570181584949,0.0037863024229690696,-0.004809416211650065,-0.002171525546601572,4
2011-05-02,-0.01105701619632092,0.027104940049265027,-0.009910983049681762,-0.005449599457101125,0
2011-05-03,0.005529425987892893,-0.013712564785987832,0.016246011247387348,-0.021355977118143167,1
2011-05-04,0.003927009479902073,0.0076301976963498355,-0.009188655093826499,-0.006721440785027476,2
2011-05-05,-0.008099989453058867,-0.01440537133651567,-0.007278970239499342,-0.009410603060889984,3
2011-05-06,-0.00025939728364544163,0.0024828259083768817,-0.002881714332910074,0.02539327522304199,4
2011-05-09,0.0027078111174318647,0.016064587121218638,-0.0017779004029991586,0.028713775806093415,0
2011-05-10,0.005308214894679182,0.01551640477420888,0.004438268223057502,0.014936262200895584,1
2011-05-11,-0.006373302575322031,0.002155203953174415,-0.020808589474409032,-0.045495197555265765,2
2011-05-12,-0.0019024637934815672,0.008234941179166535,-0.0031700256117269676,0.02192266553586621,3
2011-05-13,-0.017669628741423016,-0.017179769356707265,-0.02155085675739567,-0.004346266339453695,4
2011-05-16,-0.021372244195750036,-0.0508880926718192,-0.006276485914591361,-0.03509168374423086,0
2011-05-17,0.008484908734134516,0.011876698909659292,0.021456788169182707,-0.02435391999057894,1
2011-05-18,0.01103506677916028,0.011635687817746257,0.006143720566333004,0.01491139337246651,2
2011-05-19,0.001940306244331844,0.00863879338400912,-0.0018166562254303073,0.06785350045637913,3
2011-05-20,-0.015716136531237726,-0.0007547812687695876,-0.019970906068749038,-0.00818925833094998,4
2011-05-23,-0.0024493945901156895,-0.012308005223324196,-0.013538990320324738,-0.04198484615709132,0
2011-05-24,-0.006630601251526594,-0.015148307887182534,-0.004947374968897493,-0.003735726406065811,1
2011-05-25,0.013722792194295922,-0.00523954372075907,-0.0016545115369888909,0.08119381360461377,2
2011-05-26,-0.0052992301233084505,0.014150944656269203,0.004249084552361085,0.01710593192559811,3
2011-05-27,0.00716828841499033,-0.004471515324400709,0.00797783209868027,0.002371868331261441,4
2011-05-31,0.030414922386332605,0.01310087382937687,0.010461202364492966,0.01976921681343718,1
2011-06-01,-0.006692286622162388,-0.022052390733262196,-0.034827030947845186,-0.05524756840440068,2
2011-06-02,0.001706454635213421,0.0064758678059439745,-0.0035985491767479352,0.00837995579342926,3
2011-06-03,-0.007715486468389777,-0.027909711737028362,-0.0009614234345533204,0.04653615262282952,4
2011-06-06,-0.015848409471822703,-0.01406405264411921,-0.025336455489028967,-0.04862453615052515,0
2011-06-07,-0.017908749908821384,0.009966802020456194,0.004676428027134526,-0.01156491494676578,1
2011-06-08,0.0006022599171857929,0.0026624693640701683,-0.008136488646207122,-0.04506061843754188,2
2011-06-09,-0.0022599389484326215,0.00863056233248994,0.0145017348902687,0.018268538478361972,3
2011-06-10,-0.017006890869956003,-0.016746385965074558,0.001706131354669795,0.008651775056632064,4
2011-06-13,0.0021452334316236304,-0.0012874937732524172,0.014991472881351197,0.020253017859588354,0
2011-06-14,0.017723206315331256,0.019508955203976653,-0.0014413995836348936,0.005962112493748812,1
2011-06-15,-0.017264174236903206,-0.021174420865562354,-0.022603617122281688,-0.045788010015350315,2
2011-06-16,-0.004877650341279577,-0.01260735827462129,-0.007897425382187842,-0.030473953112410027,3
2011-06-17,-0.015184312474562214,0.014702138621862188,0.01084264732140519,0.0,4
2011-06-20,-0.015545223736622423,0.0072175583619844405,-0.007873472290381437,-0.01866386566503577,0
2011-06-21,0.031159947930043137,0.034091584340746266,0.010566266009526645,0.05679507115734035,1
2011-06-22,-0.00830377457638627,-0.013476606073086936,-0.005391803697024875,-0.011691573340218435,2
2011-06-23,0.026368636451580562,0.013116145225397287,-0.015355246128595488,0.018208595175824283,3
2011-06-24,-0.014842372587888779,-0.008326763603944904,-0.014580270931678024,-0.005064896548659828,4
2011-06-27,0.01728505372626689,0.04419209962297515,0.009827804337502714,-0.003997664463660231,0
2011-06-28,0.009650772877651842,0.005450985186362425,-0.008561958613575518,0.023394767240762587,1
2011-06-29,-0.0036455784297065755,0.009003020384451787,0.022753476177435363,0.006383045051754355,2
2011-06-30,0.004867979012839425,0.001517123560921729,0.012041115017783426,0.02926018214272497,3
2011-07-01,0.022359379705783885,0.02415693168890571,0.021636814538557675,-0.003783171957037869,4
2011-07-05,0.017815114760305475,0.01750782120892238,-0.013315714202041466,0.004126560965624014,1
2011-07-06,0.006645717067028315,0.00467970246301004,-0.011521288038771987,-0.006196213882676248,2
2011-07-07,0.015346884959123374,0.011834967847413284,0.01856441307495767,0.026240871338991337,3
2011-07-08,0.007002496763846283,0.0070801331346680065,-0.014136277531238597,-0.03143388378058653,4
2011-07-11,-0.016001288421010774,-0.02660138645257562,-0.032683747489901875,-0.016095727256328886,0
2011-07-12,-0.0007062487642183854,-0.006229666407631928,-0.0010150465586570806,-0.006369429544732547,1
2011-07-13,0.011998091844204736,0.010689301622993289,0.005822335751101558,0.016546569552335976,2
2011-07-14,-0.0006984940914000073,-0.014721426147909621,0.018257447091744473,-0.03662595049501089,3
2011-07-15,0.01978779504071695,0.01176625717932245,-0.009212201323529099,-0.001087139370116635,4
2011-07-18,0.024043141062944456,-0.006314854939294953,-0.0037590512625476358,-0.01277194485378594,0
2011-07-19,0.008125979299555457,0.030403416453974322,0.013962090550499413,0.02394891508500944,1
2011-07-20,0.026319266935939462,-0.01157732773105812,0.014013551817293253,0.02828078014282834,2
2011-07-21,0.0010076746745183067,-0.01091535992172619,0.031954809141731905,0.00034815592839125835,3
2011-07-22,0.015398883138963523,0.015405386231763277,-0.002367163380151024,0.020349351425953652,4
2011-07-25,0.01313483436259204,-0.01409290489837082,-0.011922105782965986,-0.02769335736975868,0
2011-07-26,0.012245534840449929,0.0032267120133566466,-0.006014541150583102,-0.01734826708701359,1
2011-07-27,-0.027187514215175086,0.038200272774432865,-0.018755968834562986,-0.012940535120052877,2
2011-07-28,-0.001963343521881487,0.006182474794097996,0.0002456772952683589,0.01899342216121996,3
2011-07-29,-0.0034254711626961754,-0.006182474794098079,-0.005669910813526609,0.0,4
2011-08-01,0.015929716440358087,-0.005407404899583671,-0.00024721499293287464,0.021075575553252124,0
2011-08-02,-0.019959034964571677,-0.044439434906329456,-0.014947937720167372,-0.05098215296619597,1
2011-08-03,0.009367090097354468,-0.00825313155239012,0.001504824649349341,-0.005134207134614834,2
2011-08-04,-0.03948860804615833,-0.04122689372009789,-0.050897663983668004,-0.09439133394753774,3
2011-08-05,-0.009986910025272912,0.006036919569060852,-0.008474654427526053,-0.020821278545420378,4
2011-08-08,-0.05617662715174918,-0.04541646230186062,-0.09888062960710081,-0.025064019214976415,0
2011-08-09,0.05722001502245831,0.05713833139046959,0.06644548097850968,0.058333003470655204,1
2011-08-10,-0.02798073221542061,-0.054920901890526085,-0.05738490965834634,-0.05074757911405781,2
2011-08-11,0.027151428609044143,0.021555540689757888,0.06531989442115219,0.060278971736963644,3
2011-08-12,0.008765098713161392,0.01966813761663349,-0.021487954212447678,0.039144492793393396,4
2011-08-15,0.016886501029181395,0.003207925498417557,0.02665371124230453,-0.003045080205423306,0
2011-08-16,-0.007671681013002433,-0.026310103117349243,-0.02331774211458801,-0.0049686656766883145,1
2011-08-17,-0.00010483590803573452,-0.008892070316860524,0.01487620027467605,-0.01039871104033194,2
2011-08-18,-0.03855846545057218,-0.07089767324240473,-0.038466251865978046,-0.0627078776301427,3
2011-08-19,-0.027755074359631784,-0.019865152077705988,-0.024159518069912702,-0.08424180356302273,4
2011-08-22,0.0011512187729679864,-0.007798728979333332,-0.027747015149206845,-0.015820008551334717,0
2011-08-23,0.047019774949930315,0.08633993406222955,0.04018733738074947,0.044986835809577755,1
2011-08-24,0.00688169850177128,0.0009295419816424178,0.029743153088938868,0.03886849594020945,2
2011-08-25,-0.006560785263844294,-0.008813831619410087,-0.0030753018033031513,-0.03235657311046093,3
2011-08-26,0.026041422241624566,0.03700912760673289,0.013624732926863389,0.026474403634551936,4
2011-08-29,0.016521744041112132,0.03578498304732602,0.038731928884713746,0.040467752096686856,0
